career_name,sector,description,skills_tags,avg_salary_usd,demand_score
Journalist,Media,Site remain eye hospital hot just manage fish. Water pressure require knowledge truth way not.,"editing, broadcast communication, writing",222335,1.3
Civil Engineer,Engineering,Major travel consider fast particularly. Form method low before carry above subject story.,"mathematics, problem solving, design drafting",121763,2.4
Lawyer,Law,Yet put war safe eight professional. Southern onto true shake.,"negotiation, legal research, client representation",51649,2.3
Graphic Designer,Creative Arts,Many something full also. Note store himself look trial travel game.,"creative thinking, illustration, media production",262402,3.9
Cybersecurity Analyst,Technology,Collection method visit light with list kind. National subject strategy type surface.,"cloud computing, software design, programming",83970,3.9
UI/UX Designer,Creative Arts,Throughout best quite. Per themselves make.,"media production, illustration, design",139039,4.9
Journalist,Media,Almost happen chance today into wind suddenly white. Consider final pull. Growth security we key same standard one.,"broadcast communication, writing, editing",187491,3.7
Accountant,Business,Throughout use able find remember both. Simply compare rich rich for half product. Herself whom for.,"finance, management, strategy",274671,1.7
Medical Laboratory Scientist,Healthcare,Into how audience network. Family meet yeah eight technology. Heavy would anything mission until.,"patient care, medical knowledge, clinical skills",108327,1.8
Marketing Specialist,Business,Young site work local and call sit artist. Manage early feeling later would. They any whole.,"management, finance, communication",161182,2.3
Lecturer,Education,Skill back civil west every large wear. Me actually Mrs most question.,"public speaking, curriculum development, teaching",101008,2.1
Financial Analyst,Business,Box of size establish bring help. For begin own big.,"communication, management, finance",80874,3.9
Marketing Specialist,Business,First stop particularly operation majority decide scientist. Skill my no deal community.,"finance, strategy, management",155057,1.2
Electrical Engineer,Engineering,National throughout public trade agree music if high. Generation trial treat good thus benefit suffer.,"technical drawing, design drafting, mathematics",77710,2.3
Mechanical Engineer,Engineering,"Crime even here billion. Reason country include.
Sense yet book girl turn operation. Yourself change daughter fact.","problem solving, mathematics, technical drawing",75467,2.5
Paralegal,Law,"Any begin once worry up.
Age decision but.
Wind military actually themselves. Campaign citizen health deal.","negotiation, legal research, client representation",201789,1.5
Network Administrator,Technology,Least maybe here special. Likely thought PM spend agree. Easy cost collection through day score last.,"software design, programming, data analysis",176876,1.5
Paralegal,Law,Paper remember time bad do. Election state special ground together many work. Reduce box phone.,"legal research, negotiation, client representation",239964,1.6
Lecturer,Education,In day goal six possible like. Bank expect responsibility class raise attention. Alone author center drug day name TV.,"teaching, public speaking, curriculum development",294155,1.9
Lecturer,Education,"Sure year work necessary.
Wind determine democratic respond fear.","public speaking, teaching, curriculum development",230972,4.6
Network Administrator,Technology,Able yes participant now. Relationship painting floor forward.,"cloud computing, data analysis, programming",131010,5.0
Journalist,Media,Various mouth must business environmental keep. Claim suggest build maintain. Prevent west score sort deep modern.,"writing, broadcast communication, editing",204855,4.7
Clinical Officer,Healthcare,Plan item another bed site modern contain.,"patient care, lab techniques, clinical skills",193462,4.4
Mechanical Engineer,Engineering,Behavior west history military wrong think market today. Hit purpose according leave require government moment.,"design drafting, problem solving, technical drawing",51891,2.9
Lecturer,Education,Water story scene radio music clearly.,"public speaking, teaching, curriculum development",299921,1.4
Graphic Designer,Creative Arts,Prevent turn necessary partner whole let describe. True condition your early however.,"design, illustration, media production",64406,1.9
Clinical Officer,Healthcare,Year machine energy sort herself relationship maybe size.,"patient care, medical knowledge, lab techniques",112170,4.4
Cybersecurity Analyst,Technology,"Yes right property. Able think price.
Bring natural wind coach identify.","programming, data analysis, software design",246836,1.5
Financial Analyst,Business,Charge part film as daughter less state author. Size value west set ground. Choice six she give night customer human.,"communication, management, finance",118141,1.9
Civil Engineer,Engineering,Cut both fight store main meeting. Effort specific become language. Hold keep another history.,"design drafting, technical drawing, problem solving",162582,1.3
Medical Laboratory Scientist,Healthcare,Space book crime thought heart later partner. Food theory some this attention start. Born beautiful memory catch win.,"patient care, medical knowledge, clinical skills",193311,4.8
Graphic Designer,Creative Arts,Eight wind future loss structure democratic. Certain few political.,"illustration, media production, creative thinking",212709,1.2
Accountant,Business,Camera size help all scientist fire. Positive out direction simple. Against factor player million manage serious.,"management, strategy, communication",232413,3.7
Cybersecurity Analyst,Technology,Civil only first detail woman report. Mission point arm note. Must year me.,"programming, cloud computing, data analysis",102117,2.1
